qrCode,batteryId,vendorId,action,status,message
DC-RP210126A00462-2010100110-47V14.7Ah-690.9Wh-RSS50F413S03P00000,QcNs3oARIAkcgnwyzlwg,00140C08000002ED,Tags hinzufügen,Success,Tag hinzugefügt
DC-RP210512A01671-2010100110-47V14.7Ah-690.9Wh-RSS50F413S03P00000,t6PPXP2m4UOhsXZXRU8J,0015041C00000FDE,Tags hinzufügen,Success,Tag hinzugefügt
DC-DG210623A04579-2010100135-47V14.4Ah-676.8Wh-RLJ50F413S03P00000,YE051dFieYzNFAfhSSkc,001506130000092E,Tags hinzufügen,Success,Tag hinzugefügt
DC-DG200812A01024-2010100110-47V14.7Ah-690.9Wh-RSS50F413S03P05000,,,Tags hinzufügen,Failure,Dies ist kein gültiger Dott QR-Code
DC-RP210306A00025-2010100110-47V14.7Ah-690.9Wh-RSS50F413S03P00000,zCA9YPCMIZWRyJ3GCJ8e,0015011300000C0A,Tags hinzufügen,Success,Tag hinzugefügt
DC-DG210607A09967-2010100135-47V14.4Ah-676.8Wh-RLJ50F413S03P00000,1BntL9ZUf6zC1DZp01i2,0015060A00000F17,Tags hinzufügen,Success,Tag hinzugefügt
DC-RP210225A00851-2010100110-47V14.7Ah-690.9Wh-RSS50F413S03P00000,7wmHNstc0SJGosjhlFAx,00150204000016D8,Tags hinzufügen,Success,Tag hinzugefügt
DC-RP210605A00352-2010100110-47V14.7Ah-690.9Wh-RSS50F413S03P00000,XX1NJ3Gus7GJA0KU7JxH,001506050000087D,Tags hinzufügen,Success,Tag hinzugefügt
DC-RP210628A00332-2010100110-47V14.7Ah-690.9Wh-RSS50F413S03P00000,hVcgkomhe3ORz9URZbi3,00150613000009B8,Tags hinzufügen,Success,Tag hinzugefügt
DC-RP210507A00573-2010100110-47V14.7Ah-690.9Wh-RSS50F413S03P00000,jZUKTo5CaddKR8a4STYm,0015041E00000730,Tags hinzufügen,Success,Tag hinzugefügt
DC-RP210423A00342-2010100110-47V14.7Ah-690.9Wh-RSS50F413S03P00000,vDZdu7pf9cUiyJj550qj,0015030100000F5B,Tags hinzufügen,Success,Tag hinzugefügt
DC-RP210511A00836-2010100110-47V14.7Ah-690.9Wh-RSS50F413S03P00000,DHivLV457180wAZuEU1p,0015041C00000CA3,Tags hinzufügen,Success,Tag hinzugefügt
DC-RP210201A00437-2010100110-47V14.7Ah-690.9Wh-RSS50F413S03P00000,63lRLDSKvNUMZJOkFjHy,00150108000002FD,Tags hinzufügen,Success,Tag hinzugefügt
DC-DG210623A03512-2010100135-47V14.4Ah-676.8Wh-RLJ50F413S03P00000,SK8qN1wzSl93gkQ6N971,001506130000056D,Tags hinzufügen,Success,Tag hinzugefügt
DC-RP210513A01386-2010100110-47V14.7Ah-690.9Wh-RSS50F413S03P00000,Uz84m2bFVY5QVG99W1d9,0015041E000005BD,Tags hinzufügen,Success,Tag hinzugefügt
DC-RP210407A00639-2010100110-47V14.7Ah-690.9Wh-RSS50F413S03P00000,NQpuMqJx8gfR3r4XgftQ,00150301000010D4,Tags hinzufügen,Success,Tag hinzugefügt
DC-RP210607A00785-2010100110-47V14.7Ah-690.9Wh-RSS50F413S03P00000,eIwE5XRxuBDlU1xa7qap,0015060500000918,Tags hinzufügen,Success,Tag hinzugefügt
DC-RP210406A00630-2010100110-47V14.7Ah-690.9Wh-RSS50F413S03P00000,PA4DUrTV9bcDZ3auATGV,001503010000105E,Tags hinzufügen,Success,Tag hinzugefügt
DC-RP210408A00301-2010100110-47V14.7Ah-690.9Wh-RSS50F413S03P00000,donfFKGhqNWGrTLs6IzT,00150301000005B1,Tags hinzufügen,Success,Tag hinzugefügt
DC-RP210513A00847-2010100110-47V14.7Ah-690.9Wh-RSS50F413S03P00000,jrbBEW5G5W9PEFa8JiA1,0015040900000146,Tags hinzufügen,Success,Tag hinzugefügt
DC-RP210201A00018-2010100110-47V14.7Ah-690.9Wh-RSS50F413S03P00000,GID275CO590VMeYGgiEC,0015010800000465,Tags hinzufügen,Success,Tag hinzugefügt
DC-RP200724A00014-2010100110-47V14.7Ah-690.9Wh-RSS50F413S03P00000,,,Tags hinzufügen,Failure,Dies ist kein gültiger Dott QR-Code
DC-RP210406A00688-2010100110-47V14.7Ah-690.9Wh-RSS50F413S03P00000,dRpjJcvldISLkMiooLZy,00150116000005AD,Tags hinzufügen,Success,Tag hinzugefügt
DC-RP210330A00122-2010100110-47V14.7Ah-690.9Wh-RSS50F413S03P00000,VoNmY8szNEE0SPowGWUr,0015020400000D2C,Tags hinzufügen,Success,Tag hinzugefügt
DC-RP210127A00786-2010100110-47V14.7Ah-690.9Wh-RSS50F413S03P00000,r6PHTiujI3KE2FGVwpiV,00140C0800000402,Tags hinzufügen,Success,Tag hinzugefügt
DC-RP210121A00074-2010100110-47V14.7Ah-690.9Wh-RSS50F413S03P05000,cOrUoZacAgBmXpQFgzJH,00140C0300000715,Tags hinzufügen,Success,Tag hinzugefügt
DC-RP210306A00100-2010100110-47V14.7Ah-690.9Wh-RSS50F413S03P00000,0FNOW5jV9wH2NeQqixl6,0015030600000E78,Tags hinzufügen,Success,Tag hinzugefügt
DC-RP210126A00228-2010100110-47V14.7Ah-690.9Wh-RSS50F413S03P00000,2uaxlRfauyLuAmtDL13E,0015010800000857,Tags hinzufügen,Success,Tag hinzugefügt
DC-RP200803A00129-2010100110-47V14.7Ah-690.9Wh-RSS50F413S03P00000,,,Tags hinzufügen,Failure,Dies ist kein gültiger Dott QR-Code
DC-RP210130A00733-2010100110-47V14.7Ah-690.9Wh-RSS50F413S03P00000,GokQMphz7RBR3dTeH1bm,00140C0800000442,Tags hinzufügen,Success,Tag hinzugefügt
DC-RP210120A00497-2010100110-47V14.7Ah-690.9Wh-RSS50F413S03P00000,pVMYKyixyQIeTuDxeBtz,00140C030000040B,Tags hinzufügen,Success,Tag hinzugefügt
DC-RP210305A00816-2010100110-47V14.7Ah-690.9Wh-RSS50F413S03P00000,7owbyyHwuJjU9PI05DOR,001501130000050A,Tags hinzufügen,Success,Tag hinzugefügt
DC-RP211127A00090-2010100135-47V14.4Ah-676.8Wh-RLJ50F413S03P00000,Rnlpo64PvI2NYa8iwyjS,00150B1D000002D3,Tags hinzufügen,Success,Tag hinzugefügt
DC-TS211107A00289-2010100135-47V14.4Ah-676.8Wh-RLJ50F413S03P00000,5yjJimyzeYTIxcpudIZM,0015091E0000011A,Tags hinzufügen,Success,Tag hinzugefügt
DC-RP211228A00014-2010100135-47V14.4Ah-676.8Wh-RLJ50F413S03P00000,y7kzgmSl5r4msiuAhlUo,00150C12000004DA,Tags hinzufügen,Success,Tag hinzugefügt
DC-RP210326A00429-2010100110-47V14.7Ah-690.9Wh-RSS50F413S03P00000,VIvGxbXCb3KE5bhbyMCy,0015030600000398,Tags hinzufügen,Success,Tag hinzugefügt
DC-RP210508A00385-2010100110-47V14.7Ah-690.9Wh-RSS50F413S03P00000,A5PYld02aiBOO9GVdGR8,0015041C00001449,Tags hinzufügen,Success,Tag hinzugefügt
DC-RP210330A00817-2010100110-47V14.7Ah-690.9Wh-RSS50F413S03P00000,Yr6zg8OCGA963YjjPyUA,0015020400000F9B,Tags hinzufügen,Success,Tag hinzugefügt
DC-TS211107A00074-2010100135-47V14.4Ah-676.8Wh-RLJ50F413S03P00000,CoQx0NLE2gmyp10SaA78,0015091A00000463,Tags hinzufügen,Success,Tag hinzugefügt
DC-RP210626A00525-2010100110-47V14.7Ah-690.9Wh-RSS50F413S03P00000,W6gu6Z4mjWb8y3FRWwX6,00150613000000B9,Tags hinzufügen,Success,Tag hinzugefügt
